cell,x,y,z,volume,initial,numerical,exact,error,absError
0,-4.9583333333299997e+00,-4.9583333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,4.4226238759352500e-22,8.3524924267399995e-13,7.6070520387639620e-13,7.4544038797603752e-14,7.4544038797603752e-14
1,-4.9166666666700003e+00,-4.9166666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,1.0070897446675279e-21,1.2788103259900000e-12,1.2016150774442065e-12,7.7195248545793460e-14,7.7195248545793460e-14
2,-4.9166666666700003e+00,-4.8333333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.2695117736014612e-21,1.9145385033999999e-12,1.8871267583761056e-12,2.7411745023894270e-14,2.7411745023894270e-14
3,-4.9583333333299997e+00,-4.7916666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.2459937284376665e-21,1.8280181152199999e-12,1.8762374248119855e-12,-4.8219309591985545e-14,4.8219309591985545e-14
4,-4.9583333333299997e+00,-4.7083333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,4.9570694563781848e-21,3.1867994576800002e-12,2.9127079529409103e-12,2.7409150473908994e-13,2.7409150473908994e-13
5,-4.9166666666700003e+00,-4.6666666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,1.1055168585754546e-20,4.9360025976799998e-12,4.5479885953885265e-12,3.8801400229147323e-13,3.8801400229147323e-13
6,-4.9166666666700003e+00,-4.5833333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.3896485485706733e-20,7.1502282029200002e-12,6.9791407609743131e-12,1.7108744194568701e-13,1.7108744194568701e-13
7,-4.9583333333299997e+00,-4.5416666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.3161267920044405e-20,6.7057228105100000e-12,6.8590208474434550e-12,-1.5329803693345503e-13,1.5329803693345503e-13
8,-4.9583333333299997e+00,-4.4583333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,4.9032404574446471e-20,1.1310777803000001e-11,1.0404426750193755e-11,9.0635105280624604e-13,9.0635105280624604e-13
9,-4.9166666666700003e+00,-4.4166666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,1.0709661781435695e-19,1.7320831089200000e-11,1.6058834629613900e-11,1.2619964595861004e-12,1.2619964595861004e-12
10,-4.9166666666700003e+00,-4.3333333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.2204899683456144e-19,2.4575189864200001e-11,2.4079280368738432e-11,4.9590949546156913e-13,4.9590949546156913e-13
11,-4.9583333333299997e+00,-4.2916666666700003e+00,5.0000000000000003e-02,7.8125000000199996e-04,2.1077995682201402e-19,2.2818265036499999e-11,2.3392525535884442e-11,-5.7426049938444343e-13,5.7426049938444343e-13
12,-4.9583333333299997e+00,-4.2083333333299997e+00,5.0000000000000003e-02,7.8125000000199996e-04,4.2801064383553454e-19,3.7403104407700002e-11,3.4672090963856434e-11,2.7310134438435678e-12,2.7310134438435678e-12
